agent,timestep,mean,variance,std_dev,q1,q3
2,0,0.03182864732295275,0.0038681745462522776,0.06219465046330173,0.003982165828347206,0.03823072277009487
2,1,0.026446936102909966,0.0017603630177949782,0.04195668025231475,0.006037771236151457,0.033578256610780954
2,2,0.022767595870699733,0.0010669232029829185,0.0326637903952208,0.0066031425570448245,0.026592375555386145
2,3,0.020092416520579717,0.0007347822072883121,0.027106866423257263,0.0064291872549802065,0.023080738144926727
2,4,0.018171275448892268,0.0005586392813755842,0.023635551217934057,0.006246923469007015,0.021214514039456844
2,5,0.013661733966618777,0.0003803429381112233,0.019502382882899804,0.00455404557287693,0.01657846914604306
2,6,0.011205092150568962,0.00030575007454401064,0.017485710581615226,0.0038196716457605364,0.014045460708439352
2,7,0.009760075102820993,0.00024102911421916193,0.01552511237380142,0.003349882364273071,0.012461409252136946
2,8,0.008941615252643823,0.00020962209704443403,0.014478331984190514,0.0030308341607451442,0.011504564713686705
2,9,0.008421486883070319,0.00018740332406842378,0.013689533376577296,0.002821299806237221,0.010859754402190447
2,10,0.008111279455777259,0.0001896125275140971,0.013769986474724553,0.002616257220506668,0.010627298476174473
2,11,0.007824922312535345,0.00017865614032569764,0.013366231343415302,0.002443045750260353,0.010138926561921835
2,12,0.007609574959110468,0.00019335550883406975,0.013905233145620742,0.0022776193916797635,0.009808375872671605
2,13,0.007412346363067626,0.00018607630154232773,0.013640978760423599,0.002137407660484314,0.009415157651528717
2,14,0.0072261549703404315,0.00017254542284152012,0.013135654640767628,0.001991883292794228,0.008961831778287887
2,15,0.007035024730805307,0.0001652388685871332,0.012854527163110014,0.0019048191606998444,0.008537420351058245
2,16,0.0068874345428682855,0.00017970828939649236,0.013405532044514024,0.001825200393795967,0.008348029851913453
2,17,0.006775782954804599,0.00018690182786213334,0.013671204331079736,0.0017538420855998994,0.008068931847810745
2,18,0.00672085514754057,0.00020875097363857545,0.014448216970912897,0.0017009694129228592,0.007900457829236984
2,19,0.006649296995848417,0.00021474967632455303,0.01465433984608495,0.0016523629426956178,0.0078054102137684826
2,20,0.006565619123093783,0.0002217718986444412,0.014892007878202362,0.0016109324991703034,0.007758582569658756
2,21,0.006543482033330947,0.0002370359834792219,0.015395972963058292,0.0016045935451984405,0.007702490128576756
2,22,0.006516372787896544,0.00024118311644539162,0.015530071359958125,0.0015801206231117247,0.0075840909034013745
2,23,0.0064820237029157585,0.00024213967148042475,0.015560837749955005,0.001592104882001877,0.007544935401529074
2,24,0.00644132206665352,0.00023075967677294663,0.015190776042485343,0.001612687110900879,0.007426955550909042
